resp_id,urban_rural,region,ethnicity,vote
GHA1201,Rural,Eastern,Ewe_Ga,National Democratic Congress (NDC)
GHA1204,Rural,Eastern,Ewe_Ga,National Democratic Congress (NDC)
GHA1207,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1230,Urban,Central,Akan,New Patriotic Party (NPP)
GHA1231,Rural,Brong-Ahafo,Akan,National Democratic Congress (NDC)
GHA1232,Urban,Central,Akan,New Patriotic Party (NPP)
GHA1233,Urban,Central,Ewe_Ga,New Patriotic Party (NPP)
GHA1234,Urban,Central,Akan,National Democratic Congress (NDC)
GHA1235,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA1236,Rural,Brong-Ahafo,Akan,New Patriotic Party (NPP)
GHA1237,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA1239,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1244,Rural,Eastern,Akan,New Patriotic Party (NPP)
GHA1246,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA1255,Rural,Eastern,Akan,National Democratic Congress (NDC)
GHA1259,Rural,Brong-Ahafo,Akan,National Democratic Congress (NDC)
GHA1260,Rural,Brong-Ahafo,Akan,New Patriotic Party (NPP)
GHA1261,Urban,Central,Akan,New Patriotic Party (NPP)
GHA1266,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA1269,Urban,Brong-Ahafo,Akan,New Patriotic Party (NPP)
GHA1270,Urban,Central,Akan,National Democratic Congress (NDC)
GHA1272,Rural,Eastern,Akan,New Patriotic Party (NPP)
GHA1273,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA1275,Rural,Eastern,Akan,New Patriotic Party (NPP)
GHA1279,Rural,Eastern,Akan,New Patriotic Party (NPP)
GHA1289,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA1291,Rural,Western North,Ewe_Ga,National Democratic Congress (NDC)
GHA1293,Urban,Brong-Ahafo,Akan,New Patriotic Party (NPP)
GHA1294,Rural,Ashanti,Akan,New Patriotic Party (NPP)
GHA1300,Rural,Ashanti,Akan,New Patriotic Party (NPP)
GHA1303,Rural,Ashanti,Akan,National Democratic Congress (NDC)
GHA1308,Rural,Western,Akan,National Democratic Congress (NDC)
GHA1310,Urban,Brong-Ahafo,Akan,New Patriotic Party (NPP)
GHA1312,Rural,Western North,Ewe_Ga,National Democratic Congress (NDC)
GHA1317,Rural,Ashanti,Akan,New Patriotic Party (NPP)
GHA1320,Rural,Western North,Akan,New Patriotic Party (NPP)
GHA1325,Rural,Western,Akan,National Democratic Congress (NDC)
GHA1330,Urban,Eastern,Ewe_Ga,New Patriotic Party (NPP)
GHA1332,Rural,Central,Akan,National Democratic Congress (NDC)
GHA1334,Urban,Eastern,Akan,New Patriotic Party (NPP)
GHA1335,Urban,Eastern,Akan,New Patriotic Party (NPP)
GHA1339,Rural,Central,Akan,New Patriotic Party (NPP)
GHA1348,Rural,Ashanti,Akan,New Patriotic Party (NPP)
GHA1349,Rural,Ashanti,Akan,New Patriotic Party (NPP)
GHA1350,Rural,Ashanti,Akan,National Democratic Congress (NDC)
GHA1352,Urban,Eastern,Ewe_Ga,National Democratic Congress (NDC)
GHA1353,Rural,Ashanti,Akan,New Patriotic Party (NPP)
GHA1354,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA1362,Rural,Central,Akan,New Patriotic Party (NPP)
GHA1364,Urban,Greater Accra,Akan,National Democratic Congress (NDC)
GHA1367,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA1369,Rural,Ashanti,Akan,New Patriotic Party (NPP)
GHA1372,Rural,Ashanti,Akan,New Patriotic Party (NPP)
GHA1375,Rural,Ashanti,Akan,New Patriotic Party (NPP)
GHA1377,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1380,Rural,Central,Akan,National Democratic Congress (NDC)
GHA1381,Urban,Brong-Ahafo,Akan,National Democratic Congress (NDC)
GHA1388,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1393,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1394,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1398,Urban,Brong-Ahafo,Akan,New Patriotic Party (NPP)
GHA1407,Urban,Central,Akan,New Patriotic Party (NPP)
GHA1408,Urban,Central,Akan,New Patriotic Party (NPP)
GHA1409,Urban,Central,Akan,National Democratic Congress (NDC)
GHA1415,Urban,Central,Akan,New Patriotic Party (NPP)
GHA1416,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1417,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1418,Urban,Ashanti,Akan,National Democratic Congress (NDC)
GHA1423,Urban,Central,Akan,New Patriotic Party (NPP)
GHA1424,Urban,Central,Akan,National Democratic Congress (NDC)
GHA1425,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1427,Urban,Central,Akan,National Democratic Congress (NDC)
GHA1428,Urban,Greater Accra,Ewe_Ga,New Patriotic Party (NPP)
GHA1434,Urban,Greater Accra,Ewe_Ga,New Patriotic Party (NPP)
GHA1436,Rural,Western,Ewe_Ga,National Democratic Congress (NDC)
GHA1452,Rural,Eastern,Ewe_Ga,National Democratic Congress (NDC)
GHA1454,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1455,Rural,Eastern,Ewe_Ga,New Patriotic Party (NPP)
GHA1470,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1475,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA1479,Rural,Western,Ewe_Ga,New Patriotic Party (NPP)
GHA1480,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA1482,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA1483,Urban,Greater Accra,Ewe_Ga,New Patriotic Party (NPP)
GHA1486,Urban,Central,Akan,New Patriotic Party (NPP)
GHA1490,Rural,Brong-Ahafo,Akan,National Democratic Congress (NDC)
GHA1500,Rural,Eastern,Akan,National Democratic Congress (NDC)
GHA1501,Rural,Eastern,Akan,New Patriotic Party (NPP)
GHA1503,Rural,Eastern,Akan,New Patriotic Party (NPP)
GHA1504,Rural,Brong-Ahafo,Ewe_Ga,National Democratic Congress (NDC)
GHA1515,Rural,Brong-Ahafo,Akan,National Democratic Congress (NDC)
GHA1516,Rural,Western North,Akan,National Democratic Congress (NDC)
GHA1529,Rural,Ashanti,Akan,New Patriotic Party (NPP)
GHA1533,Urban,Ashanti,Akan,National Democratic Congress (NDC)
GHA1535,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA1536,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA1549,Rural,Ashanti,Akan,National Democratic Congress (NDC)
GHA1551,Rural,Ashanti,Akan,New Patriotic Party (NPP)
GHA1556,Rural,Ashanti,Akan,New Patriotic Party (NPP)
GHA1559,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA1566,Rural,Ashanti,Akan,National Democratic Congress (NDC)
GHA1567,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1574,Urban,Greater Accra,Ewe_Ga,New Patriotic Party (NPP)
GHA1577,Urban,Eastern,Ewe_Ga,New Patriotic Party (NPP)
GHA1583,Urban,Eastern,Ewe_Ga,New Patriotic Party (NPP)
GHA1588,Urban,Brong-Ahafo,Akan,New Patriotic Party (NPP)
GHA1593,Rural,Central,Akan,National Democratic Congress (NDC)
GHA1594,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1596,Rural,Brong-Ahafo,Akan,New Patriotic Party (NPP)
GHA1598,Rural,Brong-Ahafo,Akan,New Patriotic Party (NPP)
GHA1602,Urban,Eastern,Ewe_Ga,National Democratic Congress (NDC)
GHA1603,Rural,Central,Ewe_Ga,National Democratic Congress (NDC)
GHA1604,Urban,Eastern,Akan,National Democratic Congress (NDC)
GHA1605,Rural,Brong-Ahafo,Akan,New Patriotic Party (NPP)
GHA1609,Rural,Central,Akan,National Democratic Congress (NDC)
GHA1616,Rural,Brong-Ahafo,Akan,New Patriotic Party (NPP)
GHA1618,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1621,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1622,Rural,Central,Akan,National Democratic Congress (NDC)
GHA1641,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1642,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1643,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1655,Rural,Eastern,Akan,National Democratic Congress (NDC)
GHA1663,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1665,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1667,Urban,Greater Accra,Akan,National Democratic Congress (NDC)
GHA1668,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1672,Rural,Eastern,Akan,New Patriotic Party (NPP)
GHA1679,Urban,Central,Ewe_Ga,National Democratic Congress (NDC)
GHA1683,Urban,Ashanti,Akan,National Democratic Congress (NDC)
GHA1685,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1689,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1690,Rural,Eastern,Akan,National Democratic Congress (NDC)
GHA1693,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA1694,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1696,Urban,Brong-Ahafo,Akan,New Patriotic Party (NPP)
GHA1697,Urban,Greater Accra,Ewe_Ga,New Patriotic Party (NPP)
GHA1702,Rural,Western,Ewe_Ga,National Democratic Congress (NDC)
GHA1703,Rural,Eastern,Akan,National Democratic Congress (NDC)
GHA1705,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA1707,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1711,Urban,Central,Akan,New Patriotic Party (NPP)
GHA1715,Urban,Brong-Ahafo,Akan,National Democratic Congress (NDC)
GHA1722,Urban,Brong-Ahafo,Akan,New Patriotic Party (NPP)
GHA1727,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA1737,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA1738,Urban,Eastern,Ewe_Ga,National Democratic Congress (NDC)
GHA1746,Urban,Western,Akan,New Patriotic Party (NPP)
GHA1751,Rural,Ashanti,Akan,New Patriotic Party (NPP)
GHA1757,Urban,Central,Akan,National Democratic Congress (NDC)
GHA1758,Rural,Ashanti,Akan,New Patriotic Party (NPP)
GHA1762,Urban,Central,Ewe_Ga,New Patriotic Party (NPP)
GHA1764,Rural,Ashanti,Akan,New Patriotic Party (NPP)
GHA1769,Rural,Ashanti,Akan,New Patriotic Party (NPP)
GHA1770,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA1771,Rural,Ashanti,Akan,New Patriotic Party (NPP)
GHA1776,Rural,Ashanti,Akan,National Democratic Congress (NDC)
GHA1778,Rural,Ashanti,Akan,New Patriotic Party (NPP)
GHA1787,Urban,Central,Akan,New Patriotic Party (NPP)
GHA1789,Urban,Central,Akan,New Patriotic Party (NPP)
GHA1796,Rural,Ashanti,Akan,New Patriotic Party (NPP)
GHA1799,Rural,Ashanti,Akan,New Patriotic Party (NPP)
GHA1801,Rural,Ashanti,Akan,New Patriotic Party (NPP)
GHA1803,Urban,Western,Akan,New Patriotic Party (NPP)
GHA1807,Urban,Brong-Ahafo,Akan,New Patriotic Party (NPP)
GHA1811,Urban,Brong-Ahafo,Akan,National Democratic Congress (NDC)
GHA1826,Urban,Western,Akan,National Democratic Congress (NDC)
GHA1827,Urban,Western,Akan,New Patriotic Party (NPP)
GHA1829,Rural,Ashanti,Akan,New Patriotic Party (NPP)
GHA1832,Rural,Eastern,Akan,New Patriotic Party (NPP)
GHA1844,Rural,Ashanti,Akan,New Patriotic Party (NPP)
GHA1845,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA1846,Urban,Western,Akan,National Democratic Congress (NDC)
GHA1849,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1851,Urban,Western,Akan,National Democratic Congress (NDC)
GHA1852,Rural,Ashanti,Akan,National Democratic Congress (NDC)
GHA1854,Rural,Ashanti,Akan,National Democratic Congress (NDC)
GHA1862,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA1863,Rural,Eastern,Akan,New Patriotic Party (NPP)
GHA1865,Urban,Central,Akan,National Democratic Congress (NDC)
GHA1868,Rural,Eastern,Akan,New Patriotic Party (NPP)
GHA1874,Urban,Western,Akan,New Patriotic Party (NPP)
GHA1879,Rural,Ashanti,Ewe_Ga,National Democratic Congress (NDC)
GHA1884,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA1887,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA1893,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA1897,Urban,Central,Akan,National Democratic Congress (NDC)
GHA1903,Urban,Western,Ewe_Ga,National Democratic Congress (NDC)
GHA1909,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1911,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1913,Urban,Eastern,Akan,New Patriotic Party (NPP)
GHA1919,Urban,Greater Accra,Akan,National Democratic Congress (NDC)
GHA1922,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1924,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1925,Urban,Western,Ewe_Ga,National Democratic Congress (NDC)
GHA1926,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1927,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1930,Urban,Central,Ewe_Ga,National Democratic Congress (NDC)
GHA1934,Urban,Ashanti,Akan,National Democratic Congress (NDC)
GHA1935,Urban,Central,Akan,New Patriotic Party (NPP)
GHA1940,Urban,Eastern,Akan,New Patriotic Party (NPP)
GHA1943,Urban,Western,Akan,New Patriotic Party (NPP)
GHA1946,Urban,Ashanti,Ewe_Ga,New Patriotic Party (NPP)
GHA1947,Urban,Ashanti,Akan,National Democratic Congress (NDC)
GHA1948,Urban,Eastern,Akan,National Democratic Congress (NDC)
GHA1949,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1950,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA1951,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA1959,Urban,Central,Ewe_Ga,National Democratic Congress (NDC)
GHA1965,Urban,Greater Accra,Ewe_Ga,New Patriotic Party (NPP)
GHA1969,Urban,Ashanti,Ewe_Ga,National Democratic Congress (NDC)
GHA1972,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA1977,Urban,Central,Akan,New Patriotic Party (NPP)
GHA1980,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA1984,Urban,Central,Ewe_Ga,National Democratic Congress (NDC)
GHA1986,Urban,Central,Akan,National Democratic Congress (NDC)
GHA1990,Urban,Western,Akan,National Democratic Congress (NDC)
GHA1992,Urban,Western,Akan,New Patriotic Party (NPP)
GHA1995,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA2004,Urban,Central,Akan,New Patriotic Party (NPP)
GHA2012,Urban,Central,Akan,National Democratic Congress (NDC)
GHA2015,Urban,Greater Accra,Akan,National Democratic Congress (NDC)
GHA2018,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA2022,Urban,Ashanti,Akan,National Democratic Congress (NDC)
GHA2024,Urban,Ashanti,Akan,National Democratic Congress (NDC)
GHA2026,Rural,Eastern,Akan,National Democratic Congress (NDC)
GHA2027,Rural,Eastern,Akan,New Patriotic Party (NPP)
GHA2028,Rural,Eastern,Ewe_Ga,New Patriotic Party (NPP)
GHA2030,Urban,Western,Akan,National Democratic Congress (NDC)
GHA2031,Urban,Western,Akan,New Patriotic Party (NPP)
GHA2032,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA2034,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA2035,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA2038,Urban,Central,Akan,New Patriotic Party (NPP)
GHA2039,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA2040,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA2042,Urban,Greater Accra,Akan,National Democratic Congress (NDC)
GHA2043,Rural,Eastern,Ewe_Ga,New Patriotic Party (NPP)
GHA2052,Urban,Greater Accra,Akan,National Democratic Congress (NDC)
GHA2058,Urban,Western,Akan,National Democratic Congress (NDC)
GHA2060,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA2061,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA2067,Urban,Western,Akan,New Patriotic Party (NPP)
GHA2068,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA2069,Urban,Central,Ewe_Ga,National Democratic Congress (NDC)
GHA2070,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA2071,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA2072,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA2076,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA2082,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA2084,Urban,Central,Akan,New Patriotic Party (NPP)
GHA2093,Urban,Greater Accra,Akan,National Democratic Congress (NDC)
GHA2096,Urban,Eastern,Akan,National Democratic Congress (NDC)
GHA2097,Urban,Western,Akan,New Patriotic Party (NPP)
GHA2102,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA2103,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA2106,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA2107,Urban,Eastern,Akan,New Patriotic Party (NPP)
GHA2108,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA2109,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA2110,Urban,Eastern,Akan,National Democratic Congress (NDC)
GHA2113,Urban,Eastern,Akan,New Patriotic Party (NPP)
GHA2114,Urban,Eastern,Akan,New Patriotic Party (NPP)
GHA2116,Urban,Central,Akan,National Democratic Congress (NDC)
GHA2121,Urban,Central,Akan,New Patriotic Party (NPP)
GHA2124,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA2127,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA2128,Rural,Eastern,Akan,New Patriotic Party (NPP)
GHA2132,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA2140,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA2149,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA2154,Urban,Central,Ewe_Ga,National Democratic Congress (NDC)
GHA2155,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA2156,Rural,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA2157,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA2159,Rural,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA2163,Rural,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA2169,Rural,Eastern,Akan,New Patriotic Party (NPP)
GHA2173,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA2178,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA2180,Rural,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA2181,Rural,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA2187,Rural,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA2188,Rural,Eastern,Akan,New Patriotic Party (NPP)
GHA2189,Rural,Eastern,Ewe_Ga,New Patriotic Party (NPP)
GHA2190,Rural,Eastern,Ewe_Ga,National Democratic Congress (NDC)
GHA2193,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA2195,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA2197,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA2199,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA2200,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA2201,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA2203,Urban,Eastern,Ewe_Ga,New Patriotic Party (NPP)
GHA2208,Rural,Central,Akan,National Democratic Congress (NDC)
GHA2209,Rural,Central,Akan,National Democratic Congress (NDC)
GHA2210,Urban,Eastern,Ewe_Ga,National Democratic Congress (NDC)
GHA2211,Rural,Central,Akan,National Democratic Congress (NDC)
GHA2213,Urban,Eastern,Akan,New Patriotic Party (NPP)
GHA2216,Rural,Central,Akan,National Democratic Congress (NDC)
GHA2219,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA2222,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA2227,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA2228,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA2233,Urban,Eastern,Ewe_Ga,National Democratic Congress (NDC)
GHA2239,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA2240,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA2242,Urban,Eastern,Ewe_Ga,National Democratic Congress (NDC)
GHA2245,Urban,Eastern,Akan,New Patriotic Party (NPP)
GHA2248,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA2249,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA2252,Urban,Greater Accra,Ewe_Ga,New Patriotic Party (NPP)
GHA2255,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA2258,Urban,Eastern,Akan,New Patriotic Party (NPP)
GHA2259,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA2262,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA2264,Urban,Greater Accra,Akan,National Democratic Congress (NDC)
GHA2265,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA2266,Urban,Eastern,Akan,National Democratic Congress (NDC)
GHA2273,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA2276,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA2279,Urban,Eastern,Ewe_Ga,National Democratic Congress (NDC)
GHA2282,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA2285,Urban,Eastern,Ewe_Ga,National Democratic Congress (NDC)
GHA2287,Urban,Eastern,Ewe_Ga,National Democratic Congress (NDC)
GHA2288,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA2293,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA2294,Urban,Greater Accra,Akan,National Democratic Congress (NDC)
GHA2297,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA2298,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA2302,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA2303,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA2305,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA2306,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA2310,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA2311,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA2314,Urban,Greater Accra,Ewe_Ga,New Patriotic Party (NPP)
GHA2315,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA2321,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA2322,Urban,Greater Accra,Akan,New Patriotic Party (NPP)
GHA2323,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA2325,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA2328,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA2329,Urban,Greater Accra,Akan,National Democratic Congress (NDC)
GHA2337,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA2338,Urban,Greater Accra,Akan,National Democratic Congress (NDC)
GHA2342,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA2356,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA2360,Urban,Greater Accra,Ewe_Ga,New Patriotic Party (NPP)
GHA2367,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA0004,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA0006,Urban,Brong-Ahafo,Akan,New Patriotic Party (NPP)
GHA0008,Urban,Ashanti,Akan,New Patriotic Party (NPP)
GHA0013,Urban,Brong-Ahafo,Akan,New Patriotic Party (NPP)
GHA0020,Urban,Western,Akan,New Patriotic Party (NPP)
GHA0022,Urban,Western,Akan,New Patriotic Party (NPP)
GHA0024,Rural,Eastern,Akan,National Democratic Congress (NDC)
GHA0025,Urban,Central,Akan,New Patriotic Party (NPP)
GHA0033,Rural,Ashanti,Ewe_Ga,National Democratic Congress (NDC)
GHA0034,Urban,Central,Akan,New Patriotic Party (NPP)
GHA0036,Urban,Greater Accra,Ewe_Ga,National Democratic Congress (NDC)
GHA0037,Urban,Greater Accra,Akan,National Democratic Congress (NDC)
GHA0038,Rural,Ashanti,Ewe_Ga,New Patriotic Party (NPP)
GHA0040,Rural,Ashanti,Ewe_Ga,National Democratic Congress (NDC)
GHA0041,Rural,Ashanti,Akan,New Patriotic Party (NPP)
GHA0042,Rural,Greater Accra,Ewe_Ga,New Patriotic Party (NPP)
